property_id,check_in_date,room_category,successful_bookings,capacity
18563,15-Jun-22,RT2,14,29
17561,15-Jun-22,RT2,22,36
17558,15-Jun-22,RT2,27,50
16562,15-Jun-22,RT2,23,43
16561,15-Jun-22,RT2,14,24
16558,15-Jun-22,RT2,15,22
19560,15-Jun-22,RT2,22,38
16563,15-Jun-22,RT2,24,38
16559,15-Jun-22,RT2,26,41
19559,15-Jun-22,RT2,19,41
19558,15-Jun-22,RT2,17,39
17559,15-Jun-22,RT2,26,39
16560,15-Jun-22,RT2,19,34
18562,15-Jun-22,RT2,19,34
18559,15-Jun-22,RT2,17,44
17563,15-Jun-22,RT2,30,44
17562,15-Jun-22,RT2,13,30
18558,15-Jun-22,RT2,14,30
17564,15-Jun-22,RT2,19,40
18561,15-Jun-22,RT2,26,40
18560,15-Jun-22,RT2,28,40
17560,15-Jun-22,RT2,21,45
19561,15-Jun-22,RT2,22,45
19563,15-Jun-22,RT2,22,45
19563,15-Jun-22,RT3,14,29
19562,15-Jun-22,RT3,19,29
19561,15-Jun-22,RT3,15,29
18562,15-Jun-22,RT3,17,29
17558,15-Jun-22,RT3,13,27
17562,15-Jun-22,RT3,11,27
19559,15-Jun-22,RT3,13,27
16559,15-Jun-22,RT3,23,32
16558,15-Jun-22,RT3,5,8
18561,15-Jun-22,RT3,17,25
18560,15-Jun-22,RT3,13,24
16561,15-Jun-22,RT3,14,21
18558,15-Jun-22,RT3,14,26
16562,15-Jun-22,RT3,9,18
18559,15-Jun-22,RT3,9,23
19558,15-Jun-22,RT3,9,21
16560,15-Jun-22,RT3,10,20
17559,15-Jun-22,RT3,10,16
17564,15-Jun-22,RT3,10,24
16563,15-Jun-22,RT3,12,20
17560,15-Jun-22,RT3,12,25
17561,15-Jun-22,RT3,11,19
17563,15-Jun-22,RT3,11,16
18563,15-Jun-22,RT3,11,23
19560,15-Jun-22,RT3,11,19
17562,15-Jun-22,RT4,2,6
16558,15-Jun-22,RT4,2,3
16562,15-Jun-22,RT4,4,6
17558,15-Jun-22,RT4,4,6
16560,15-Jun-22,RT4,4,7
19561,15-Jun-22,RT4,4,7
16561,15-Jun-22,RT4,6,10
17560,15-Jun-22,RT4,6,13
18561,15-Jun-22,RT4,6,9
19559,15-Jun-22,RT4,1,3
17564,15-Jun-22,RT4,9,17
18560,15-Jun-22,RT4,11,15
19560,15-Jun-22,RT4,10,16
18559,15-Jun-22,RT4,9,19
17563,15-Jun-22,RT4,11,19
19562,15-Jun-22,RT4,8,14
17559,15-Jun-22,RT4,9,14
18558,15-Jun-22,RT4,9,20
18562,15-Jun-22,RT4,13,20
18563,15-Jun-22,RT4,10,18
16563,15-Jun-22,RT4,12,18
16559,15-Jun-22,RT4,11,18
19563,15-Jun-22,RT4,3,6
19558,15-Jun-22,RT4,3,7
17561,15-Jun-22,RT4,3,4
19563,16-Jun-22,RT3,15,29
18560,16-Jun-22,RT1,16,30
19562,16-Jun-22,RT1,20,30
19563,16-Jun-22,RT1,16,30
17558,16-Jun-22,RT1,9,19
16558,16-Jun-22,RT1,10,19
17560,16-Jun-22,RT1,23,40
19558,16-Jun-22,RT1,14,40
19560,16-Jun-22,RT1,15,26
17561,16-Jun-22,RT1,15,26
16560,16-Jun-22,RT1,19,34
16561,16-Jun-22,RT1,10,18
16562,16-Jun-22,RT1,14,31
16563,16-Jun-22,RT1,29,41
17559,16-Jun-22,RT1,18,32
17562,16-Jun-22,RT1,7,20
17563,16-Jun-22,RT1,16,25
18558,16-Jun-22,RT1,8,15
18559,16-Jun-22,RT1,17,42
18561,16-Jun-22,RT1,22,33
18562,16-Jun-22,RT1,20,38
18563,16-Jun-22,RT1,13,27
19559,16-Jun-22,RT1,12,24
19561,16-Jun-22,RT1,18,36
17564,16-Jun-22,RT1,7,16
19562,16-Jun-22,RT2,14,23
18563,16-Jun-22,RT2,13,29
17561,16-Jun-22,RT2,23,36
17558,16-Jun-22,RT2,23,50
16562,16-Jun-22,RT2,22,43
16561,16-Jun-22,RT2,13,24
16558,16-Jun-22,RT2,14,22
19560,16-Jun-22,RT2,23,38
16563,16-Jun-22,RT2,22,38
16559,16-Jun-22,RT2,25,41
19559,16-Jun-22,RT2,21,41
19558,16-Jun-22,RT2,16,39
17559,16-Jun-22,RT2,25,39
16560,16-Jun-22,RT2,18,34
18562,16-Jun-22,RT2,19,34
18559,16-Jun-22,RT2,17,44
17563,16-Jun-22,RT2,29,44
17562,16-Jun-22,RT2,11,30
18558,16-Jun-22,RT2,15,30
17564,16-Jun-22,RT2,16,40
18561,16-Jun-22,RT2,25,40
18560,16-Jun-22,RT2,29,40
17560,16-Jun-22,RT2,22,45
19561,16-Jun-22,RT2,21,45
19563,16-Jun-22,RT2,26,45
16559,16-Jun-22,RT1,20,30
19562,16-Jun-22,RT3,17,29
19561,16-Jun-22,RT3,13,29
18562,16-Jun-22,RT3,17,29
17558,16-Jun-22,RT3,13,27
17562,16-Jun-22,RT3,12,27
19559,16-Jun-22,RT3,12,27
16559,16-Jun-22,RT3,20,32
16558,16-Jun-22,RT3,5,8
18561,16-Jun-22,RT3,16,25
16561,16-Jun-22,RT3,13,21
17560,16-Jun-22,RT3,13,25
18558,16-Jun-22,RT3,13,26
16563,16-Jun-22,RT3,14,20
18560,16-Jun-22,RT3,14,24
19558,16-Jun-22,RT3,9,21
16562,16-Jun-22,RT3,10,18
17559,16-Jun-22,RT3,10,16
17563,16-Jun-22,RT3,10,16
18559,16-Jun-22,RT3,10,23
18563,16-Jun-22,RT3,10,23
17564,16-Jun-22,RT3,10,24
16560,16-Jun-22,RT3,12,20
17561,16-Jun-22,RT3,12,19
19560,16-Jun-22,RT3,11,19
16558,16-Jun-22,RT4,2,3
16562,16-Jun-22,RT4,4,6
16560,16-Jun-22,RT4,4,7
19561,16-Jun-22,RT4,4,7
16561,16-Jun-22,RT4,6,10
17560,16-Jun-22,RT4,6,13
18561,16-Jun-22,RT4,6,9
19559,16-Jun-22,RT4,1,3
17564,16-Jun-22,RT4,8,17
18560,16-Jun-22,RT4,9,15
19560,16-Jun-22,RT4,11,16
18559,16-Jun-22,RT4,10,19
17563,16-Jun-22,RT4,12,19
19562,16-Jun-22,RT4,10,14
17559,16-Jun-22,RT4,9,14
18558,16-Jun-22,RT4,11,20
18562,16-Jun-22,RT4,11,20
18563,16-Jun-22,RT4,9,18
16563,16-Jun-22,RT4,11,18
16559,16-Jun-22,RT4,13,18
17558,16-Jun-22,RT4,3,6
17562,16-Jun-22,RT4,3,6
19563,16-Jun-22,RT4,3,6
19558,16-Jun-22,RT4,3,7
17561,16-Jun-22,RT4,3,4
16559,17-Jun-22,RT1,21,30
18560,17-Jun-22,RT1,17,30
19562,17-Jun-22,RT1,18,30
19563,17-Jun-22,RT1,13,30
17558,17-Jun-22,RT1,9,19
16558,17-Jun-22,RT1,10,19
17560,17-Jun-22,RT1,22,40
19558,17-Jun-22,RT1,18,40
19560,17-Jun-22,RT1,15,26
17561,17-Jun-22,RT1,16,26
16560,17-Jun-22,RT1,17,34
16561,17-Jun-22,RT1,10,18
16562,17-Jun-22,RT1,14,31
16563,17-Jun-22,RT1,24,41
17559,17-Jun-22,RT1,20,32
17562,17-Jun-22,RT1,8,20
17563,17-Jun-22,RT1,14,25
18558,17-Jun-22,RT1,8,15
18559,17-Jun-22,RT1,17,42
18561,17-Jun-22,RT1,23,33
18562,17-Jun-22,RT1,21,38
18563,17-Jun-22,RT1,13,27
19559,17-Jun-22,RT1,13,24
19561,17-Jun-22,RT1,18,36
17564,17-Jun-22,RT1,7,16
19562,17-Jun-22,RT2,15,23
18563,17-Jun-22,RT2,13,29
17561,17-Jun-22,RT2,21,36
17558,17-Jun-22,RT2,24,50
16562,17-Jun-22,RT2,22,43
16561,17-Jun-22,RT2,17,24
16558,17-Jun-22,RT2,14,22
19560,17-Jun-22,RT2,24,38
16563,17-Jun-22,RT2,26,38
16559,17-Jun-22,RT2,24,41
19559,17-Jun-22,RT2,20,41
19558,17-Jun-22,RT2,16,39
17559,17-Jun-22,RT2,26,39
16560,17-Jun-22,RT2,17,34
18562,17-Jun-22,RT2,20,34
18559,17-Jun-22,RT2,18,44
17563,17-Jun-22,RT2,29,44
17562,17-Jun-22,RT2,14,30
18558,17-Jun-22,RT2,17,30
17564,17-Jun-22,RT2,19,40
18561,17-Jun-22,RT2,26,40
18560,17-Jun-22,RT2,25,40
17560,17-Jun-22,RT2,25,45
19561,17-Jun-22,RT2,24,45
19563,17-Jun-22,RT2,23,45
19563,17-Jun-22,RT3,14,29
19562,17-Jun-22,RT3,16,29
19561,17-Jun-22,RT3,14,29
18562,17-Jun-22,RT3,20,29
17558,17-Jun-22,RT3,16,27
17562,17-Jun-22,RT3,11,27
19559,17-Jun-22,RT3,15,27
16559,17-Jun-22,RT3,20,32
16558,17-Jun-22,RT3,5,8
18561,17-Jun-22,RT3,17,25
16563,17-Jun-22,RT3,15,20
18558,17-Jun-22,RT3,15,26
18560,17-Jun-22,RT3,13,24
18559,17-Jun-22,RT3,9,23
19558,17-Jun-22,RT3,9,21
17564,17-Jun-22,RT3,9,24
16560,17-Jun-22,RT3,10,20
16562,17-Jun-22,RT3,10,18
17559,17-Jun-22,RT3,10,16
17563,17-Jun-22,RT3,10,16
18563,17-Jun-22,RT3,10,23
17560,17-Jun-22,RT3,12,25
17561,17-Jun-22,RT3,12,19
19560,17-Jun-22,RT3,12,19
16561,17-Jun-22,RT3,11,21
16558,17-Jun-22,RT4,2,3
19558,17-Jun-22,RT4,4,7
18561,17-Jun-22,RT4,5,9
17560,17-Jun-22,RT4,6,13
16561,17-Jun-22,RT4,7,10
19559,17-Jun-22,RT4,1,3
17564,17-Jun-22,RT4,7,17
18560,17-Jun-22,RT4,10,15
19560,17-Jun-22,RT4,10,16
18559,17-Jun-22,RT4,9,19
17563,17-Jun-22,RT4,13,19
19562,17-Jun-22,RT4,10,14
17559,17-Jun-22,RT4,8,14
18558,17-Jun-22,RT4,10,20
18562,17-Jun-22,RT4,12,20
18563,17-Jun-22,RT4,9,18
16563,17-Jun-22,RT4,13,18
16559,17-Jun-22,RT4,10,18
16562,17-Jun-22,RT4,3,6
17558,17-Jun-22,RT4,3,6
17562,17-Jun-22,RT4,3,6
19563,17-Jun-22,RT4,3,6
16560,17-Jun-22,RT4,3,7
19561,17-Jun-22,RT4,3,7
17561,17-Jun-22,RT4,3,4
16559,18-Jun-22,RT1,29,30
18560,18-Jun-22,RT1,26,30
19562,18-Jun-22,RT1,27,30
19563,18-Jun-22,RT1,22,30
17558,18-Jun-22,RT1,14,19
16558,18-Jun-22,RT1,17,19
17560,18-Jun-22,RT1,29,40
19558,18-Jun-22,RT1,23,40
19560,18-Jun-22,RT1,24,26
17561,18-Jun-22,RT1,22,26
16560,18-Jun-22,RT1,25,34
16561,18-Jun-22,RT1,17,18
16562,18-Jun-22,RT1,22,31
16563,18-Jun-22,RT1,37,41
17559,18-Jun-22,RT1,32,32
17562,18-Jun-22,RT1,12,20
17563,18-Jun-22,RT1,22,25
18558,18-Jun-22,RT1,12,15
18559,18-Jun-22,RT1,26,42
18561,18-Jun-22,RT1,28,33
18562,18-Jun-22,RT1,38,38
18563,18-Jun-22,RT1,18,27
19559,18-Jun-22,RT1,17,24
19561,18-Jun-22,RT1,25,36
17564,18-Jun-22,RT1,10,16
19562,18-Jun-22,RT2,20,23
18563,18-Jun-22,RT2,21,29
17561,18-Jun-22,RT2,32,36
17558,18-Jun-22,RT2,34,50
16562,18-Jun-22,RT2,32,43
16561,18-Jun-22,RT2,23,24
16558,18-Jun-22,RT2,21,22
19560,18-Jun-22,RT2,33,38
16563,18-Jun-22,RT2,34,38
16559,18-Jun-22,RT2,37,41
19559,18-Jun-22,RT2,30,41
19558,18-Jun-22,RT2,22,39
17559,18-Jun-22,RT2,36,39
16560,18-Jun-22,RT2,24,34
18562,18-Jun-22,RT2,32,34
18559,18-Jun-22,RT2,30,44
17563,18-Jun-22,RT2,41,44
17562,18-Jun-22,RT2,20,30
18558,18-Jun-22,RT2,22,30
17564,18-Jun-22,RT2,26,40
18561,18-Jun-22,RT2,37,40
18560,18-Jun-22,RT2,37,40
17560,18-Jun-22,RT2,35,45
19561,18-Jun-22,RT2,32,45
19563,18-Jun-22,RT2,34,45
19563,18-Jun-22,RT3,20,29
19562,18-Jun-22,RT3,29,29
19561,18-Jun-22,RT3,20,29
18562,18-Jun-22,RT3,27,29
17558,18-Jun-22,RT3,21,27
17562,18-Jun-22,RT3,16,27
19559,18-Jun-22,RT3,21,27
16559,18-Jun-22,RT3,29,32
16558,18-Jun-22,RT3,7,8
17560,18-Jun-22,RT3,18,25
18561,18-Jun-22,RT3,22,25
16561,18-Jun-22,RT3,20,21
16563,18-Jun-22,RT3,19,20
17561,18-Jun-22,RT3,18,19
18558,18-Jun-22,RT3,19,26
18560,18-Jun-22,RT3,23,24
18563,18-Jun-22,RT3,17,23
19560,18-Jun-22,RT3,16,19
16562,18-Jun-22,RT3,13,18
17563,18-Jun-22,RT3,13,16
18559,18-Jun-22,RT3,13,23
16560,18-Jun-22,RT3,14,20
17559,18-Jun-22,RT3,14,16
17564,18-Jun-22,RT3,14,24
19558,18-Jun-22,RT3,12,21
19559,18-Jun-22,RT4,2,3
16562,18-Jun-22,RT4,4,6
17558,18-Jun-22,RT4,4,6
17562,18-Jun-22,RT4,4,6
19558,18-Jun-22,RT4,4,7
19561,18-Jun-22,RT4,5,7
19563,18-Jun-22,RT4,5,6
16560,18-Jun-22,RT4,6,7
16561,18-Jun-22,RT4,9,10
17560,18-Jun-22,RT4,9,13
18561,18-Jun-22,RT4,9,9
17564,18-Jun-22,RT4,10,17
18560,18-Jun-22,RT4,14,15
19560,18-Jun-22,RT4,15,16
18559,18-Jun-22,RT4,11,19
17563,18-Jun-22,RT4,17,19
19562,18-Jun-22,RT4,11,14
17559,18-Jun-22,RT4,13,14
18558,18-Jun-22,RT4,15,20
18562,18-Jun-22,RT4,18,20
18563,18-Jun-22,RT4,13,18
16563,18-Jun-22,RT4,18,18
16559,18-Jun-22,RT4,18,18
17561,18-Jun-22,RT4,3,4
16558,18-Jun-22,RT4,3,3
19563,19-Jun-22,RT3,19,29
18560,19-Jun-22,RT1,25,30
19562,19-Jun-22,RT1,26,30
19563,19-Jun-22,RT1,17,30
17558,19-Jun-22,RT1,12,19
16558,19-Jun-22,RT1,13,19
17560,19-Jun-22,RT1,26,40
19558,19-Jun-22,RT1,21,40
19560,19-Jun-22,RT1,21,26
17561,19-Jun-22,RT1,17,26
16560,19-Jun-22,RT1,20,34
16561,19-Jun-22,RT1,12,18
16562,19-Jun-22,RT1,18,31
16563,19-Jun-22,RT1,31,41
17559,19-Jun-22,RT1,26,32
17562,19-Jun-22,RT1,10,20
17563,19-Jun-22,RT1,17,25
18558,19-Jun-22,RT1,10,15
18559,19-Jun-22,RT1,21,42
18561,19-Jun-22,RT1,24,33
18562,19-Jun-22,RT1,30,38
18563,19-Jun-22,RT1,15,27
19559,19-Jun-22,RT1,16,24
19561,19-Jun-22,RT1,22,36
17564,19-Jun-22,RT1,8,16
19562,19-Jun-22,RT2,19,23
18563,19-Jun-22,RT2,16,29
17561,19-Jun-22,RT2,24,36
17558,19-Jun-22,RT2,34,50
16562,19-Jun-22,RT2,25,43
16561,19-Jun-22,RT2,17,24
16558,19-Jun-22,RT2,19,22
19560,19-Jun-22,RT2,26,38
16563,19-Jun-22,RT2,25,38
16559,19-Jun-22,RT2,29,41
19559,19-Jun-22,RT2,23,41
19558,19-Jun-22,RT2,19,39
17559,19-Jun-22,RT2,29,39
16560,19-Jun-22,RT2,19,34
18562,19-Jun-22,RT2,23,34
18559,19-Jun-22,RT2,22,44
17563,19-Jun-22,RT2,30,44
17562,19-Jun-22,RT2,17,30
18558,19-Jun-22,RT2,16,30
17564,19-Jun-22,RT2,19,40
18561,19-Jun-22,RT2,32,40
18560,19-Jun-22,RT2,35,40
17560,19-Jun-22,RT2,28,45
19561,19-Jun-22,RT2,26,45
19563,19-Jun-22,RT2,26,45
16559,19-Jun-22,RT1,22,30
19562,19-Jun-22,RT3,21,29
19561,19-Jun-22,RT3,18,29
18562,19-Jun-22,RT3,20,29
17558,19-Jun-22,RT3,16,27
17562,19-Jun-22,RT3,13,27
19559,19-Jun-22,RT3,17,27
16559,19-Jun-22,RT3,24,32
16558,19-Jun-22,RT3,6,8
17560,19-Jun-22,RT3,16,25
18561,19-Jun-22,RT3,17,25
17561,19-Jun-22,RT3,16,19
18558,19-Jun-22,RT3,17,26
18560,19-Jun-22,RT3,21,24
18563,19-Jun-22,RT3,15,23
19560,19-Jun-22,RT3,15,19
16563,19-Jun-22,RT3,13,20
16561,19-Jun-22,RT3,14,21
17564,19-Jun-22,RT3,14,24
16560,19-Jun-22,RT3,12,20
16562,19-Jun-22,RT3,12,18
19558,19-Jun-22,RT3,12,21
17559,19-Jun-22,RT3,11,16
17563,19-Jun-22,RT3,11,16
18559,19-Jun-22,RT3,11,23
19559,19-Jun-22,RT4,2,3
16558,19-Jun-22,RT4,2,3
16562,19-Jun-22,RT4,4,6
17558,19-Jun-22,RT4,4,6
19563,19-Jun-22,RT4,4,6
16560,19-Jun-22,RT4,4,7
19561,19-Jun-22,RT4,4,7
18561,19-Jun-22,RT4,6,9
16561,19-Jun-22,RT4,7,10
17560,19-Jun-22,RT4,8,13
17564,19-Jun-22,RT4,8,17
18560,19-Jun-22,RT4,11,15
19560,19-Jun-22,RT4,14,16
18559,19-Jun-22,RT4,8,19
17563,19-Jun-22,RT4,15,19
19562,19-Jun-22,RT4,9,14
17559,19-Jun-22,RT4,11,14
18558,19-Jun-22,RT4,11,20
18562,19-Jun-22,RT4,14,20
18563,19-Jun-22,RT4,11,18
16563,19-Jun-22,RT4,12,18
16559,19-Jun-22,RT4,13,18
17562,19-Jun-22,RT4,3,6
19558,19-Jun-22,RT4,3,7
17561,19-Jun-22,RT4,3,4
16559,20-Jun-22,RT1,18,30
19562,20-Jun-22,RT1,16,30
19563,20-Jun-22,RT1,15,30
17558,20-Jun-22,RT1,7,19
16558,20-Jun-22,RT1,12,19
17560,20-Jun-22,RT1,15,40
19558,20-Jun-22,RT1,11,40
19560,20-Jun-22,RT1,14,26
17561,20-Jun-22,RT1,11,26
16560,20-Jun-22,RT1,13,34
16561,20-Jun-22,RT1,10,18
16562,20-Jun-22,RT1,12,31
16563,20-Jun-22,RT1,22,41
17559,20-Jun-22,RT1,18,32
17562,20-Jun-22,RT1,8,20
17563,20-Jun-22,RT1,13,25
18558,20-Jun-22,RT1,7,15
18559,20-Jun-22,RT1,13,42
18561,20-Jun-22,RT1,18,33
18562,20-Jun-22,RT1,19,38
18563,20-Jun-22,RT1,12,27
19559,20-Jun-22,RT1,10,24
19561,20-Jun-22,RT1,17,36
17564,20-Jun-22,RT1,6,16
19562,20-Jun-22,RT2,11,23
18563,20-Jun-22,RT2,14,29
17561,20-Jun-22,RT2,21,36
17558,20-Jun-22,RT2,21,50
16562,20-Jun-22,RT2,19,43
16561,20-Jun-22,RT2,12,24
16558,20-Jun-22,RT2,11,22
19560,20-Jun-22,RT2,20,38
16563,20-Jun-22,RT2,17,38
16559,20-Jun-22,RT2,20,41
19559,20-Jun-22,RT2,21,41
19558,20-Jun-22,RT2,13,39
17559,20-Jun-22,RT2,17,39
16560,20-Jun-22,RT2,17,34
18562,20-Jun-22,RT2,15,34
18559,20-Jun-22,RT2,17,44
17563,20-Jun-22,RT2,23,44
17562,20-Jun-22,RT2,11,30
18558,20-Jun-22,RT2,12,30
17564,20-Jun-22,RT2,13,40
18561,20-Jun-22,RT2,21,40
18560,20-Jun-22,RT2,19,40
17560,20-Jun-22,RT2,18,45
19561,20-Jun-22,RT2,16,45
19563,20-Jun-22,RT2,18,45
19563,20-Jun-22,RT3,14,29
18560,20-Jun-22,RT1,17,30
19562,20-Jun-22,RT3,14,29
19561,20-Jun-22,RT3,11,29
18562,20-Jun-22,RT3,16,29
17558,20-Jun-22,RT3,11,27
17562,20-Jun-22,RT3,8,27
19559,20-Jun-22,RT3,11,27
16559,20-Jun-22,RT3,17,32
16558,20-Jun-22,RT3,3,8
16562,20-Jun-22,RT3,8,18
17559,20-Jun-22,RT3,8,16
19558,20-Jun-22,RT3,8,21
18561,20-Jun-22,RT3,13,25
17563,20-Jun-22,RT3,9,16
18559,20-Jun-22,RT3,9,23
18563,20-Jun-22,RT3,9,23
19560,20-Jun-22,RT3,9,19
16560,20-Jun-22,RT3,10,20
17564,20-Jun-22,RT3,10,24
16563,20-Jun-22,RT3,12,20
16561,20-Jun-22,RT3,11,21
17560,20-Jun-22,RT3,11,25
17561,20-Jun-22,RT3,11,19
18558,20-Jun-22,RT3,11,26
18560,20-Jun-22,RT3,11,24
17561,20-Jun-22,RT4,2,4
17562,20-Jun-22,RT4,2,6
19561,20-Jun-22,RT4,2,7
19563,20-Jun-22,RT4,2,6
16558,20-Jun-22,RT4,2,3
17560,20-Jun-22,RT4,4,13
16561,20-Jun-22,RT4,5,10
18561,20-Jun-22,RT4,5,9
17564,20-Jun-22,RT4,6,17
19559,20-Jun-22,RT4,1,3
18560,20-Jun-22,RT4,7,15
19560,20-Jun-22,RT4,8,16
18559,20-Jun-22,RT4,8,19
17563,20-Jun-22,RT4,10,19
19562,20-Jun-22,RT4,8,14
17559,20-Jun-22,RT4,8,14
18558,20-Jun-22,RT4,8,20
18562,20-Jun-22,RT4,11,20
18563,20-Jun-22,RT4,7,18
16563,20-Jun-22,RT4,10,18
16559,20-Jun-22,RT4,11,18
16562,20-Jun-22,RT4,3,6
17558,20-Jun-22,RT4,3,6
16560,20-Jun-22,RT4,3,7
19558,20-Jun-22,RT4,3,7
16559,21-Jun-22,RT1,13,30
18560,21-Jun-22,RT1,15,30
19562,21-Jun-22,RT1,12,30
19563,21-Jun-22,RT1,13,30
17558,21-Jun-22,RT1,6,19
16558,21-Jun-22,RT1,9,19
17560,21-Jun-22,RT1,15,40
19558,21-Jun-22,RT1,14,40
19560,21-Jun-22,RT1,13,26
17561,21-Jun-22,RT1,13,26
16560,21-Jun-22,RT1,15,34
16561,21-Jun-22,RT1,10,18
16562,21-Jun-22,RT1,13,31
16563,21-Jun-22,RT1,22,41
17559,21-Jun-22,RT1,17,32
17562,21-Jun-22,RT1,7,20
17563,21-Jun-22,RT1,14,25
18558,21-Jun-22,RT1,8,15
18559,21-Jun-22,RT1,12,42
18561,21-Jun-22,RT1,18,33
18562,21-Jun-22,RT1,20,38
18563,21-Jun-22,RT1,11,27
19559,21-Jun-22,RT1,10,24
19561,21-Jun-22,RT1,13,36
17564,21-Jun-22,RT1,6,16
19562,21-Jun-22,RT2,11,23
18563,21-Jun-22,RT2,10,29
17561,21-Jun-22,RT2,20,36
17558,21-Jun-22,RT2,21,50
16562,21-Jun-22,RT2,21,43
16561,21-Jun-22,RT2,13,24
16558,21-Jun-22,RT2,10,22
19560,21-Jun-22,RT2,21,38
16563,21-Jun-22,RT2,21,38
16559,21-Jun-22,RT2,23,41
19559,21-Jun-22,RT2,18,41
19558,21-Jun-22,RT2,14,39
17559,21-Jun-22,RT2,23,39
16560,21-Jun-22,RT2,15,34
18562,21-Jun-22,RT2,22,34
18559,21-Jun-22,RT2,14,44
17563,21-Jun-22,RT2,21,44
17562,21-Jun-22,RT2,11,30
18558,21-Jun-22,RT2,13,30
17564,21-Jun-22,RT2,12,40
18561,21-Jun-22,RT2,19,40
18560,21-Jun-22,RT2,19,40
17560,21-Jun-22,RT2,19,45
19561,21-Jun-22,RT2,20,45
19563,21-Jun-22,RT2,22,45
19563,21-Jun-22,RT3,12,29
19562,21-Jun-22,RT3,13,29
19561,21-Jun-22,RT3,11,29
18562,21-Jun-22,RT3,14,29
17558,21-Jun-22,RT3,12,27
17562,21-Jun-22,RT3,9,27
19559,21-Jun-22,RT3,12,27
16559,21-Jun-22,RT3,16,32
16558,21-Jun-22,RT3,3,8
16560,21-Jun-22,RT3,8,20
16562,21-Jun-22,RT3,8,18
17559,21-Jun-22,RT3,8,16
18559,21-Jun-22,RT3,8,23
18563,21-Jun-22,RT3,8,23
19558,21-Jun-22,RT3,8,21
18558,21-Jun-22,RT3,9,26
17564,21-Jun-22,RT3,9,24
16563,21-Jun-22,RT3,10,20
17560,21-Jun-22,RT3,10,25
17561,21-Jun-22,RT3,10,19
17563,21-Jun-22,RT3,10,16
19560,21-Jun-22,RT3,10,19
16561,21-Jun-22,RT3,12,21
18561,21-Jun-22,RT3,12,25
18560,21-Jun-22,RT3,11,24
16560,21-Jun-22,RT4,2,7
16558,21-Jun-22,RT4,2,3
19563,21-Jun-22,RT4,4,6
18561,21-Jun-22,RT4,4,9
16561,21-Jun-22,RT4,6,10
17560,21-Jun-22,RT4,6,13
17564,21-Jun-22,RT4,6,17
19559,21-Jun-22,RT4,1,3
18560,21-Jun-22,RT4,9,15
19560,21-Jun-22,RT4,10,16
18559,21-Jun-22,RT4,6,19
17563,21-Jun-22,RT4,9,19
19562,21-Jun-22,RT4,6,14
17559,21-Jun-22,RT4,9,14
18558,21-Jun-22,RT4,8,20
18562,21-Jun-22,RT4,10,20
18563,21-Jun-22,RT4,7,18
16563,21-Jun-22,RT4,11,18
16559,21-Jun-22,RT4,10,18
16562,21-Jun-22,RT4,3,6
17558,21-Jun-22,RT4,3,6
17562,21-Jun-22,RT4,3,6
19558,21-Jun-22,RT4,3,7
19561,21-Jun-22,RT4,3,7
17561,21-Jun-22,RT4,3,4
19563,22-Jun-22,RT3,11,29
16559,22-Jun-22,RT1,15,30
18560,22-Jun-22,RT1,14,30
19562,22-Jun-22,RT1,15,30
19563,22-Jun-22,RT1,12,30
17558,22-Jun-22,RT1,8,19
16558,22-Jun-22,RT1,10,19
17560,22-Jun-22,RT1,16,40
19558,22-Jun-22,RT1,12,40
19560,22-Jun-22,RT1,12,26
17561,22-Jun-22,RT1,15,26
16560,22-Jun-22,RT1,14,34
16561,22-Jun-22,RT1,11,18
16562,22-Jun-22,RT1,11,31
16563,22-Jun-22,RT1,20,41
17559,22-Jun-22,RT1,14,32
17562,22-Jun-22,RT1,7,20
17563,22-Jun-22,RT1,10,25
18558,22-Jun-22,RT1,5,15
18559,22-Jun-22,RT1,15,42
18561,22-Jun-22,RT1,15,33
18562,22-Jun-22,RT1,17,38
18563,22-Jun-22,RT1,13,27
19559,22-Jun-22,RT1,9,24
19561,22-Jun-22,RT1,15,36
17564,22-Jun-22,RT1,5,16
19562,22-Jun-22,RT2,12,23
18563,22-Jun-22,RT2,13,29
17561,22-Jun-22,RT2,19,36
17558,22-Jun-22,RT2,22,50
16562,22-Jun-22,RT2,18,43
16561,22-Jun-22,RT2,13,24
16558,22-Jun-22,RT2,10,22
19560,22-Jun-22,RT2,19,38
16563,22-Jun-22,RT2,19,38
16559,22-Jun-22,RT2,22,41
19559,22-Jun-22,RT2,19,41
19558,22-Jun-22,RT2,13,39
17559,22-Jun-22,RT2,23,39
16560,22-Jun-22,RT2,14,34
18562,22-Jun-22,RT2,21,34
18559,22-Jun-22,RT2,17,44
17563,22-Jun-22,RT2,23,44
17562,22-Jun-22,RT2,10,30
18558,22-Jun-22,RT2,15,30
17564,22-Jun-22,RT2,19,40
18561,22-Jun-22,RT2,18,40
18560,22-Jun-22,RT2,20,40
17560,22-Jun-22,RT2,18,45
19561,22-Jun-22,RT2,18,45
19563,22-Jun-22,RT2,19,45
19562,22-Jun-22,RT3,15,29
19561,22-Jun-22,RT3,12,29
18562,22-Jun-22,RT3,16,29
17558,22-Jun-22,RT3,13,27
17562,22-Jun-22,RT3,11,27
19559,22-Jun-22,RT3,13,27
16559,22-Jun-22,RT3,16,32
16558,22-Jun-22,RT3,4,8
16562,22-Jun-22,RT3,7,18
17559,22-Jun-22,RT3,7,16
